国家,确诊,治愈,死亡,日期
特立尼达和多巴哥,116,0,8,2020-05-26
缅甸,201,108,6,2020-05-26
越南,325,267,0,2020-05-26
巴哈马,100,0,11,2020-05-26
阿鲁巴,101,0,3,2020-05-26
巴巴多斯,92,0,7,2020-05-26
法属波利尼西亚,89,0,0,2020-05-26
不丹,27,0,0,2020-05-26
冈比亚,25,2,1,2020-05-26
柬埔寨,124,122,0,2020-05-26
圣文森特和格林纳丁斯,18,0,0,2020-05-26
北马里亚纳群岛联邦,22,0,2,2020-05-26
库拉索岛,17,0,1,2020-05-26
文莱,141,131,1,2020-05-26
新西兰,1154,1347,21,2020-05-26
中国,155321,145916,9177,2020-05-27
美国,1684173,384902,99123,2020-05-27
巴西,394507,159611,24600,2020-05-27
印度,151767,64426,4337,2020-05-27
英国,267240,539,37460,2020-05-27
俄罗斯,370680,142208,3968,2020-05-27
孟加拉国,36751,7579,522,2020-05-27
秘鲁,129751,52906,3788,2020-05-27
墨西哥,74560,52219,8134,2020-05-27
西班牙,236769,150376,27118,2020-05-27
巴基斯坦,59151,19142,1225,2020-05-27
阿根廷,13228,2920,490,2020-05-27
埃及,18756,5027,797,2020-05-27
沙特阿拉伯,78541,51022,425,2020-05-27
菲律宾,15049,3506,904,2020-05-27
印度尼西亚,23851,6057,1473,2020-05-27
荷兰,45768,291,5871,2020-05-27
伊拉克,4848,2852,169,2020-05-27
加拿大,86647,45339,6639,2020-05-27
乌克兰,21584,7575,644,2020-05-27
哈萨克斯坦,8969,4214,35,2020-05-27
危地马拉,3424,0,58,2020-05-27
以色列,16771,14486,281,2020-05-27
伊朗,141591,111176,7564,2020-05-27
阿曼,8373,2177,38,2020-05-27
尼日利亚,8344,2385,249,2020-05-27
土耳其,158762,121507,4397,2020-05-27
阿富汗,11831,1128,220,2020-05-27
亚美尼亚,7774,3255,98,2020-05-27
罗马尼亚,18429,11630,1210,2020-05-27
科威特,23267,7946,175,2020-05-27
阿联酋,31806,15982,253,2020-05-27
阿塞拜疆,4403,2819,52,2020-05-27
波兰,22074,10020,1024,2020-05-27
白俄罗斯,38956,15923,214,2020-05-27
肯尼亚,1471,408,55,2020-05-27
吉尔吉斯斯坦,1468,980,16,2020-05-27
巴勒斯坦,608,346,5,2020-05-27
摩尔多瓦,7149,3452,265,2020-05-27
乌兹别克斯坦,3333,2636,14,2020-05-27
尼泊尔,772,155,4,2020-05-27
萨尔瓦多,1983,0,35,2020-05-27
日本,16688,11415,869,2020-05-27
新加坡,32876,15738,23,2020-05-27
德国,179364,162800,8349,2020-05-27
捷克,9034,6263,317,2020-05-27
波黑,2405,1556,145,2020-05-27
保加利亚,2433,727,130,2020-05-27
苏丹,4146,588,184,2020-05-27
巴林,9633,5142,15,2020-05-27
卢森堡,3993,3789,110,2020-05-27
加纳,7117,2317,34,2020-05-27
埃塞俄比亚,701,167,6,2020-05-27
毛里塔尼亚,262,15,9,2020-05-27
塞内加尔,3253,1586,38,2020-05-27
摩洛哥,7577,4881,202,2020-05-27
阿尔巴尼亚,1029,714,33,2020-05-27
瑞士,30679,28145,1647,2020-05-27
几内亚比绍,1178,42,7,2020-05-27
韩国,11225,10275,269,2020-05-27
利比亚,75,35,3,2020-05-27
立陶宛,1635,1049,63,2020-05-27
拉脱维亚,1049,464,22,2020-05-27
爱沙尼亚,1824,1275,65,2020-05-27
匈牙利,3793,1856,505,2020-05-27
塞浦路斯,937,504,26,2020-05-27
圣多美和普林西比,441,68,12,2020-05-27
安哥拉,69,17,4,2020-05-27
叙利亚,106,41,4,2020-05-27
芬兰,6692,4800,313,2020-05-27
斯洛文尼亚,1509,1335,107,2020-05-27
尼日尔,951,734,62,2020-05-27
格鲁吉亚,732,526,12,2020-05-27
圭亚那,328,27,10,2020-05-27
泰国,3045,2929,57,2020-05-27
钻石公主号邮轮,712,574,13,2020-05-27
乌拉圭,769,603,22,2020-05-27
毛里求斯,334,322,10,2020-05-27
南非,24264,12741,524,2020-05-27
哥伦比亚,23003,4431,776,2020-05-27
瑞典,34604,4971,4146,2020-05-27
法国,145555,65879,28530,2020-05-27
厄瓜多尔,37355,3560,3203,2020-05-27
玻利维亚,6263,159,250,2020-05-27
比利时,57592,15465,9364,2020-05-27
巴拿马,10926,455,306,2020-05-27
多米尼加,15073,993,460,2020-05-27
洪都拉斯,3950,0,180,2020-05-27
智利,82289,33540,841,2020-05-27
葡萄牙,31007,18096,1342,2020-05-27
意大利,230555,144658,32955,2020-05-27
波多黎各,3260,0,129,2020-05-27
塞尔维亚,12322,6858,270,2020-05-27
委内瑞拉,1121,0,10,2020-05-27
哥斯达黎加,930,0,10,2020-05-27
法属圭亚那,328,0,1,2020-05-27
科特迪瓦,2477,1286,30,2020-05-27
海地,958,0,27,2020-05-27
阿尔及利亚,8697,4918,617,2020-05-27
刚果（金）,2546,365,68,2020-05-27
北马其顿,2015,1453,116,2020-05-27
喀麦隆,5436,1996,175,2020-05-27
卡塔尔,48947,13283,30,2020-05-27
中非共和国,671,22,1,2020-05-27
马达加斯加,586,147,2,2020-05-27
丹麦,11480,9643,565,2020-05-27
马约特,1609,0,20,2020-05-27
尼加拉瓜,279,0,17,2020-05-27
加蓬,2238,593,14,2020-05-27
澳大利亚,7139,6566,103,2020-05-27
希腊,2882,1473,172,2020-05-27
巴拉圭,865,198,11,2020-05-27
赤道几内亚,1043,165,12,2020-05-27
索马里,1711,253,67,2020-05-27
奥地利,16497,14951,643,2020-05-27
古巴,1947,525,82,2020-05-27
刚果（布）,531,137,17,2020-05-27
马拉维,101,27,4,2020-05-27
吉布提,2468,1079,14,2020-05-27
佛得角,390,44,3,2020-05-27
几内亚,1043,165,12,2020-05-27
黑山,324,315,9,2020-05-27
克罗地亚,2244,2027,100,2020-05-27
塔吉克斯坦,3100,1223,46,2020-05-27
贝宁,339,62,3,2020-05-27
黎巴嫩,1161,692,26,2020-05-27
南苏丹,655,6,8,2020-05-27
莫桑比克,209,48,1,2020-05-27
纳米比亚,21,3,0,2020-05-27
乍得,687,0,61,2020-05-27
马里,1711,617,70,2020-05-27
赞比亚共和国,1057,779,7,2020-05-27
牙买加,552,0,9,2020-05-27
斯威士兰,256,13,2,2020-05-27
也门共和国,253,12,49,2020-05-27
津巴布韦,56,5,4,2020-05-27
卢旺达,336,178,0,2020-05-27
斯里兰卡,1319,712,10,2020-05-27
圣马力诺,672,2,42,2020-05-27
利比里亚,265,85,26,2020-05-27
多哥,386,107,13,2020-05-27
留尼旺,456,0,1,2020-05-27
挪威,8391,7999,235,2020-05-27
塞拉利昂,735,205,42,2020-05-27
爱尔兰,24735,21060,1915,2020-05-27
马尔代夫,1438,155,5,2020-05-27
斯洛伐克,1511,1301,28,2020-05-27
博茨瓦纳,35,0,1,2020-05-27
约旦,711,457,9,2020-05-27
安道尔,763,472,51,2020-05-27
坦桑尼亚,509,167,21,2020-05-27
科摩罗,43,0,1,2020-05-27
马恩岛,336,0,24,2020-05-27
关岛,161,0,5,2020-05-27
马耳他,611,367,6,2020-05-27
泽西岛,306,0,29,2020-05-27
马来西亚,7619,6083,115,2020-05-27
突尼斯,1051,917,48,2020-05-27
马提尼克,197,0,14,2020-05-27
根西岛,252,0,13,2020-05-27
蒙古,141,24,0,2020-05-27
开曼群岛,129,0,2,2020-05-27
法罗群岛,187,0,0,2020-05-27
直布罗陀,155,0,1,2020-05-27
瓜德罗普岛,161,0,14,2020-05-27
布基纳法索,841,655,52,2020-05-27
百慕大,133,0,9,2020-05-27
冰岛,1804,1755,10,2020-05-27
乌干达,312,63,0,2020-05-27
特立尼达和多巴哥,116,0,8,2020-05-27
缅甸,206,108,6,2020-05-27
越南,326,267,0,2020-05-27
巴哈马,100,0,11,2020-05-27
阿鲁巴,101,0,3,2020-05-27
巴巴多斯,92,0,7,2020-05-27
不丹,27,0,0,2020-05-27
柬埔寨,124,122,0,2020-05-27
库拉索岛,17,0,1,2020-05-27
格陵兰,12,0,0,2020-05-27
荷兰加勒比地区,7,0,0,2020-05-27
文莱,141,131,1,2020-05-27
新西兰,1154,1347,21,2020-05-27
中国,88830,83974,4674,2020-05-28
美国,1702911,391508,100576,2020-05-28
巴西,414661,190845,25697,2020-05-28
印度,158333,67692,4531,2020-05-28
英国,267240,539,37460,2020-05-28
俄罗斯,379051,150993,4142,2020-05-28
孟加拉国,38292,7925,544,2020-05-28
秘鲁,135905,56169,3983,2020-05-28
墨西哥,78023,54383,8597,2020-05-28
西班牙,236769,150376,27118,2020-05-28
巴基斯坦,61227,20231,1260,2020-05-28
阿根廷,13228,2920,490,2020-05-28
埃及,18756,5027,797,2020-05-28
沙特阿拉伯,80185,54553,441,2020-05-28
菲律宾,15588,3598,921,2020-05-28
印度尼西亚,24538,6240,1496,2020-05-28
荷兰,45950,291,5903,2020-05-28
伊拉克,4848,2852,169,2020-05-28
加拿大,87519,46164,6765,2020-05-28
乌克兰,21905,7575,658,2020-05-28
哈萨克斯坦,9304,4214,37,2020-05-28
危地马拉,3760,0,59,2020-05-28
以色列,16809,14602,281,2020-05-28
伊朗,143849,112988,7627,2020-05-28
阿曼,9009,2177,40,2020-05-28
尼日利亚,8733,2501,254,2020-05-28
土耳其,159797,122793,4431,2020-05-28
阿富汗,12379,1128,226,2020-05-28
亚美尼亚,8216,3287,113,2020-05-28
罗马尼亚,18594,12162,1219,2020-05-28
科威特,24112,8698,185,2020-05-28
阿联酋,32532,16685,258,2020-05-28
阿塞拜疆,4568,2897,54,2020-05-28
波兰,22074,10020,1024,2020-05-28
白俄罗斯,38956,15923,214,2020-05-28
肯尼亚,1618,421,58,2020-05-28
吉尔吉斯斯坦,1520,980,16,2020-05-28
巴勒斯坦,608,346,5,2020-05-28
摩尔多瓦,7305,3452,273,2020-05-28
乌兹别克斯坦,3333,2636,14,2020-05-28
尼泊尔,1042,187,5,2020-05-28
萨尔瓦多,2042,0,36,2020-05-28
日本,16775,11415,882,2020-05-28
新加坡,33249,15738,23,2020-05-28
德国,179717,163200,8411,2020-05-28
捷克,9069,6361,317,2020-05-28
波黑,2439,1637,149,2020-05-28
保加利亚,2460,727,133,2020-05-28
苏丹,4346,749,195,2020-05-28
巴林,9977,5295,15,2020-05-28
卢森堡,3995,3789,110,2020-05-28
加纳,7303,2412,34,2020-05-28
埃塞俄比亚,831,191,7,2020-05-28
毛里塔尼亚,292,15,16,2020-05-28
塞内加尔,3348,1686,39,2020-05-28
摩洛哥,7636,5109,202,2020-05-28
阿尔巴尼亚,1050,714,33,2020-05-28
瑞士,30694,28145,1648,2020-05-28
几内亚比绍,1195,42,7,2020-05-28
韩国,11344,10340,269,2020-05-28
利比亚,77,35,3,2020-05-28
立陶宛,1639,1049,65,2020-05-28
拉脱维亚,1053,464,22,2020-05-28
爱沙尼亚,1834,1275,65,2020-05-28
匈牙利,3816,1996,509,2020-05-28
塞浦路斯,939,504,26,2020-05-28
圣多美和普林西比,441,68,12,2020-05-28
安哥拉,71,17,4,2020-05-28
叙利亚,121,41,4,2020-05-28
芬兰,6692,4800,313,2020-05-28
斯洛文尼亚,1509,1335,107,2020-05-28
尼日尔,952,734,63,2020-05-28
格鲁吉亚,738,573,12,2020-05-28
圭亚那,353,27,11,2020-05-28
泰国,3054,2929,57,2020-05-28
钻石公主号邮轮,712,574,13,2020-05-28
乌拉圭,787,603,22,2020-05-28
毛里求斯,334,322,10,2020-05-28
南非,25937,13451,552,2020-05-28
哥伦比亚,24104,4431,803,2020-05-28
瑞典,35088,4971,4220,2020-05-28
法国,145746,66584,28596,2020-05-28
厄瓜多尔,38103,3700,3275,2020-05-28
玻利维亚,6660,159,261,2020-05-28
比利时,57849,15572,9388,2020-05-28
巴拿马,11183,455,310,2020-05-28
多米尼加,15264,993,468,2020-05-28
洪都拉斯,4189,0,182,2020-05-28
智利,86943,36150,890,2020-05-28
葡萄牙,31007,18096,1342,2020-05-28
意大利,231139,147101,33072,2020-05-28
波多黎各,3324,0,129,2020-05-28
塞尔维亚,12322,6858,270,2020-05-28
委内瑞拉,1177,0,10,2020-05-28
哥斯达黎加,951,0,10,2020-05-28
法属圭亚那,353,0,1,2020-05-28
科特迪瓦,2556,1302,31,2020-05-28
海地,1063,0,31,2020-05-28
阿尔及利亚,8857,5129,623,2020-05-28
刚果（金）,2660,381,69,2020-05-28
北马其顿,2040,1470,119,2020-05-28
喀麦隆,5436,1996,177,2020-05-28
卡塔尔,50914,15399,33,2020-05-28
中非共和国,671,22,1,2020-05-28
马达加斯加,586,147,2,2020-05-28
丹麦,11480,9643,565,2020-05-28
马约特,1634,0,20,2020-05-28
尼加拉瓜,279,0,17,2020-05-28
加蓬,2319,631,14,2020-05-28
澳大利亚,7150,6580,103,2020-05-28
希腊,2892,1473,173,2020-05-28
巴拉圭,877,198,11,2020-05-28
赤道几内亚,1043,165,12,2020-05-28
索马里,1711,253,67,2020-05-28
奥地利,16514,14951,645,2020-05-28
古巴,1963,525,82,2020-05-28
刚果（布）,569,137,19,2020-05-28
马拉维,101,27,4,2020-05-28
吉布提,2914,1241,20,2020-05-28
佛得角,390,44,4,2020-05-28
几内亚,3358,1783,20,2020-05-28
黑山,324,315,9,2020-05-28
克罗地亚,2244,2027,101,2020-05-28
塔吉克斯坦,3266,1223,47,2020-05-28
贝宁,339,62,3,2020-05-28
黎巴嫩,1161,692,26,2020-05-28
南苏丹,806,6,8,2020-05-28
莫桑比克,213,48,1,2020-05-28
纳米比亚,21,3,0,2020-05-28
乍得,700,0,62,2020-05-28
马里,1711,632,70,2020-05-28
赞比亚共和国,1057,779,7,2020-05-28
牙买加,556,0,9,2020-05-28
斯威士兰,261,13,2,2020-05-28
也门共和国,253,12,50,2020-05-28
津巴布韦,56,5,4,2020-05-28
卢旺达,339,178,0,2020-05-28
斯里兰卡,1469,732,10,2020-05-28
圣马力诺,672,2,42,2020-05-28
利比里亚,266,85,26,2020-05-28
多哥,391,107,13,2020-05-28
留尼旺,459,0,1,2020-05-28
挪威,8391,7999,235,2020-05-28
塞拉利昂,754,205,44,2020-05-28
爱尔兰,24803,21060,1631,2020-05-28
马尔代夫,1457,197,5,2020-05-28
斯洛伐克,1513,1301,28,2020-05-28
博茨瓦纳,35,0,1,2020-05-28
约旦,718,457,9,2020-05-28
安道尔,763,472,51,2020-05-28
坦桑尼亚,509,167,21,2020-05-28
科摩罗,43,0,1,2020-05-28
马恩岛,336,0,24,2020-05-28
关岛,163,0,5,2020-05-28
马耳他,611,367,6,2020-05-28
泽西岛,307,0,29,2020-05-28
马来西亚,7619,6083,115,2020-05-28
突尼斯,1051,917,48,2020-05-28
马提尼克,197,0,14,2020-05-28
根西岛,252,0,13,2020-05-28
蒙古,148,24,0,2020-05-28
开曼群岛,134,0,2,2020-05-28
法罗群岛,187,0,0,2020-05-28
直布罗陀,155,0,1,2020-05-28
瓜德罗普岛,161,0,14,2020-05-28
布基纳法索,845,655,53,2020-05-28
百慕大,133,0,9,2020-05-28
冰岛,1804,1755,10,2020-05-28
乌干达,341,63,0,2020-05-28
特立尼达和多巴哥,116,0,8,2020-05-28
缅甸,206,108,6,2020-05-28
越南,327,267,0,2020-05-28
巴哈马,100,0,11,2020-05-28
阿鲁巴,101,0,3,2020-05-28
巴巴多斯,92,0,7,2020-05-28
不丹,27,0,0,2020-05-28
柬埔寨,124,122,0,2020-05-28
圣马丁岛,40,0,3,2020-05-28
库拉索岛,18,0,1,2020-05-28
格林那达,23,0,0,2020-05-28
格陵兰,12,0,0,2020-05-28
荷兰加勒比地区,7,0,0,2020-05-28
文莱,141,131,1,2020-05-28
新西兰,1154,1347,21,2020-05-28
中国,87077,82217,4671,2020-05-29
美国,1724873,399991,101706,2020-05-29
巴西,441315,195473,26788,2020-05-29
印度,165799,71106,4706,2020-05-29
英国,269127,539,37837,2020-05-29
俄罗斯,387623,159257,4374,2020-05-29
孟加拉国,42844,9015,582,2020-05-29
秘鲁,141779,59442,4099,2020-05-29
墨西哥,81400,56638,9044,2020-05-29
西班牙,238564,150376,27121,2020-05-29
巴基斯坦,64028,22305,1317,2020-05-29
阿根廷,14702,4617,508,2020-05-29
埃及,20793,5359,845,2020-05-29
沙特阿拉伯,80185,54553,441,2020-05-29
菲律宾,16634,3720,942,2020-05-29
印度尼西亚,25216,6492,1520,2020-05-29
荷兰,46126,291,5931,2020-05-29
伊拉克,5457,2971,179,2020-05-29
加拿大,88512,46840,6877,2020-05-29
乌克兰,22382,7575,669,2020-05-29
哈萨克斯坦,9576,4214,37,2020-05-29
危地马拉,3954,0,63,2020-05-29
以色列,16887,14727,284,2020-05-29
伊朗,146668,114931,7677,2020-05-29
阿曼,9820,2396,40,2020-05-29
尼日利亚,8915,2592,259,2020-05-29
土耳其,160979,124369,4461,2020-05-29
阿富汗,13659,1259,246,2020-05-29
亚美尼亚,8676,3297,120,2020-05-29
罗马尼亚,18791,12629,1229,2020-05-29
科威特,24112,8698,185,2020-05-29
阿联酋,33170,17097,260,2020-05-29
阿塞拜疆,4989,3125,58,2020-05-29
波兰,22473,10020,1028,2020-05-29
白俄罗斯,38956,15923,214,2020-05-29
肯尼亚,1745,438,62,2020-05-29
吉尔吉斯斯坦,1594,980,16,2020-05-29
巴勒斯坦,613,346,5,2020-05-29
摩尔多瓦,7537,3452,276,2020-05-29
乌兹别克斯坦,3396,2636,14,2020-05-29
尼泊尔,1042,187,5,2020-05-29
萨尔瓦多,2109,0,37,2020-05-29
日本,16833,11415,889,2020-05-29
新加坡,33860,18294,23,2020-05-29
德国,180458,164100,8450,2020-05-29
捷克,9134,6457,318,2020-05-29
波黑,2467,1674,149,2020-05-29
保加利亚,2477,727,134,2020-05-29
苏丹,4346,749,195,2020-05-29
巴林,9977,5295,15,2020-05-29
卢森堡,4001,3789,110,2020-05-29
加纳,7616,2421,34,2020-05-29
埃塞俄比亚,968,197,8,2020-05-29
毛里塔尼亚,346,15,19,2020-05-29
塞内加尔,3429,1738,41,2020-05-29
摩洛哥,7636,5109,202,2020-05-29
阿尔巴尼亚,1076,714,33,2020-05-29
瑞士,30714,28245,1654,2020-05-29
几内亚比绍,1195,42,7,2020-05-29
韩国,11402,10363,269,2020-05-29
利比亚,99,35,4,2020-05-29
立陶宛,1647,1049,66,2020-05-29
拉脱维亚,1057,464,23,2020-05-29
爱沙尼亚,1851,1275,66,2020-05-29
匈牙利,3841,2024,517,2020-05-29
塞浦路斯,939,504,26,2020-05-29
圣多美和普林西比,458,68,12,2020-05-29
安哥拉,71,17,4,2020-05-29
叙利亚,121,41,4,2020-05-29
芬兰,6743,4800,313,2020-05-29
斯洛文尼亚,1509,1335,107,2020-05-29
尼日尔,955,734,64,2020-05-29
格鲁吉亚,738,573,12,2020-05-29
圭亚那,384,27,11,2020-05-29
泰国,3076,2945,57,2020-05-29
钻石公主号邮轮,712,574,13,2020-05-29
乌拉圭,811,654,22,2020-05-29
毛里求斯,334,322,10,2020-05-29
南非,27403,13451,577,2020-05-29
哥伦比亚,25366,4431,822,2020-05-29
瑞典,35727,4971,4266,2020-05-29
法国,149071,67191,28662,2020-05-29
厄瓜多尔,38103,3700,3275,2020-05-29
玻利维亚,7136,159,274,2020-05-29
比利时,58061,15682,9430,2020-05-29
巴拿马,11447,455,313,2020-05-29
多米尼加,15723,993,474,2020-05-29
洪都拉斯,4401,0,188,2020-05-29
智利,90638,38598,944,2020-05-29
葡萄牙,31596,18096,1369,2020-05-29
意大利,231732,150604,33142,2020-05-29
波多黎各,3397,0,129,2020-05-29
塞尔维亚,12402,7055,272,2020-05-29
委内瑞拉,1245,0,11,2020-05-29
哥斯达黎加,956,0,10,2020-05-29
法属圭亚那,384,0,1,2020-05-29
科特迪瓦,2556,1302,31,2020-05-29
海地,1174,0,33,2020-05-29
阿尔及利亚,8997,5177,630,2020-05-29
刚果（金）,2833,400,69,2020-05-29
北马其顿,2078,1486,122,2020-05-29
喀麦隆,5436,1996,177,2020-05-29
卡塔尔,52907,20604,36,2020-05-29
中非共和国,755,23,1,2020-05-29
马达加斯加,656,154,2,2020-05-29
丹麦,11512,9643,568,2020-05-29
马约特,1645,0,20,2020-05-29
尼加拉瓜,759,0,35,2020-05-29
加蓬,2431,668,14,2020-05-29
澳大利亚,7150,6580,103,2020-05-29
希腊,2903,1473,173,2020-05-29
巴拉圭,884,198,11,2020-05-29
赤道几内亚,1043,165,12,2020-05-29
索马里,1828,310,72,2020-05-29
奥地利,16515,14951,645,2020-05-29
古巴,1974,525,82,2020-05-29
刚果（布）,571,161,19,2020-05-29
马拉维,203,42,4,2020-05-29
吉布提,2914,1241,20,2020-05-29
佛得角,390,44,4,2020-05-29
几内亚,3446,1783,21,2020-05-29
黑山,324,315,9,2020-05-29
克罗地亚,2244,2027,101,2020-05-29
塔吉克斯坦,3424,1223,47,2020-05-29
贝宁,339,62,3,2020-05-29
黎巴嫩,1161,692,26,2020-05-29
南苏丹,806,6,8,2020-05-29
莫桑比克,227,48,1,2020-05-29
纳米比亚,22,3,0,2020-05-29
乍得,715,0,64,2020-05-29
马里,1828,652,72,2020-05-29
赞比亚共和国,1057,779,7,2020-05-29
牙买加,564,0,9,2020-05-29
斯威士兰,272,13,2,2020-05-29
也门共和国,282,13,57,2020-05-29
津巴布韦,149,28,4,2020-05-29
卢旺达,346,178,0,2020-05-29
斯里兰卡,1530,745,10,2020-05-29
圣马力诺,672,2,42,2020-05-29
利比里亚,266,85,27,2020-05-29
多哥,395,107,13,2020-05-29
留尼旺,460,0,1,2020-05-29
挪威,8406,7999,236,2020-05-29
塞拉利昂,782,205,45,2020-05-29
爱尔兰,24803,21060,1631,2020-05-29
马尔代夫,1513,197,5,2020-05-29
斯洛伐克,1515,1301,28,2020-05-29
博茨瓦纳,35,0,1,2020-05-29
约旦,720,457,9,2020-05-29
安道尔,763,472,51,2020-05-29
坦桑尼亚,509,167,21,2020-05-29
科摩罗,43,0,2,2020-05-29
马恩岛,336,0,24,2020-05-29
关岛,164,0,5,2020-05-29
马耳他,615,367,7,2020-05-29
泽西岛,307,0,29,2020-05-29
马来西亚,7732,6235,115,2020-05-29
突尼斯,1068,938,48,2020-05-29
马提尼克,197,0,14,2020-05-29
根西岛,252,0,13,2020-05-29
蒙古,161,24,0,2020-05-29
开曼群岛,137,0,2,2020-05-29
法罗群岛,187,0,0,2020-05-29
直布罗陀,155,0,1,2020-05-29
瓜德罗普岛,161,0,14,2020-05-29
布基纳法索,845,655,53,2020-05-29
百慕大,139,0,9,2020-05-29
冰岛,1805,1755,10,2020-05-29
乌干达,351,63,0,2020-05-29
特立尼达和多巴哥,116,0,8,2020-05-29
缅甸,206,108,6,2020-05-29
越南,327,267,0,2020-05-29
巴哈马,100,0,11,2020-05-29
阿鲁巴,101,0,3,2020-05-29
巴巴多斯,92,0,7,2020-05-29
不丹,28,0,0,2020-05-29
柬埔寨,124,122,0,2020-05-29
圣马丁岛,40,0,3,2020-05-29
库拉索岛,18,0,1,2020-05-29
格林那达,23,0,0,2020-05-29
格陵兰,12,0,0,2020-05-29
荷兰加勒比地区,7,0,0,2020-05-29
文莱,141,131,2,2020-05-29
新西兰,1154,1347,22,2020-05-29
中国,157748,148313,9192,2020-05-30
美国,1750203,406446,102906,2020-05-30
巴西,468338,189476,27944,2020-05-30
印度,173763,82370,4971,2020-05-30
英国,272826,539,38376,2020-05-30
俄罗斯,396575,167469,4555,2020-05-30
孟加拉国,42844,9015,582,2020-05-30
秘鲁,148285,62791,4230,2020-05-30
墨西哥,84627,59610,9415,2020-05-30
西班牙,239228,150376,27125,2020-05-30
巴基斯坦,67704,24131,1433,2020-05-30
阿根廷,15419,4617,520,2020-05-30
埃及,22082,5511,879,2020-05-30
沙特阿拉伯,83384,58883,480,2020-05-30
菲律宾,17224,3808,950,2020-05-30
印度尼西亚,25773,7015,1573,2020-05-30
荷兰,46257,291,5951,2020-05-30
伊拉克,5873,3044,185,2020-05-30
加拿大,89730,47518,6996,2020-05-30
乌克兰,22811,7575,679,2020-05-30
哈萨克斯坦,9932,4214,37,2020-05-30
